market,timestamp,open,high,low,close,volume
KRW-BTC,2026-01-01T00:40:00,108335753.4535,109172856.2387,107757903.9648,108576745.3336,1000
KRW-BTC,2026-01-01T00:41:00,108576745.3336,109297795.0465,107928034.1817,108827958.052,1030
KRW-BTC,2026-01-01T00:42:00,108827958.052,109724831.0721,108305587.0496,109088513.0741,1060
KRW-BTC,2026-01-01T00:43:00,109088513.0741,109976632.6137,108531046.0525,109357282.2342,1090
KRW-BTC,2026-01-01T00:44:00,109357282.2342,110075330.1542,108701172.8114,109632917.0586,1120
KRW-BTC,2026-01-01T00:45:00,109632917.0586,110540592.0572,109079200.2263,109913884.2969,1150
KRW-BTC,2026-01-01T00:46:00,109913884.2969,110838052.2999,109379224.0465,110198506.8139,1180
KRW-BTC,2026-01-01T00:47:00,110198506.8139,110954254.8275,109539005.0127,110485008.8371,1210
KRW-BTC,2026-01-01T00:48:00,110485008.8371,111384852.2065,109901616.0957,110771564.4075,1240
KRW-BTC,2026-01-01T00:49:00,110771564.4075,111712413.7202,110261883.9372,111056347.7566,1270
KRW-BTC,2026-01-01T00:50:00,111056347.7566,111841358.9396,110397791.1599,111337584.2379,1300
KRW-BTC,2026-01-01T00:51:00,111337584.2379,112209668.1664,110726974.5901,111613600.3821,1330
KRW-BTC,2026-01-01T00:52:00,111613600.3821,112551176.5657,111130762.0048,111882871.6228,1360
KRW-BTC,2026-01-01T00:53:00,111882871.6228,112681443.8485,111229859.9061,112144066.2709,1390
KRW-BTC,2026-01-01T00:54:00,112144066.2709,112971280.1288,111509485.6521,112396084.389,1420
KRW-BTC,2026-01-01T00:55:00,112396084.389,113313863.7349,111941526.13,112638090.3464,1450
KRW-BTC,2026-01-01T00:56:00,112638090.3464,113438750.5999,111995327.8179,112869538.0065,1480
KRW-BTC,2026-01-01T00:57:00,112869538.0065,113641200.3782,112214924.7485,113090187.7192,1510
KRW-BTC,2026-01-01T00:58:00,113090187.7192,113978300.1671,112610870.7605,113300114.5395,1540
KRW-BTC,2026-01-01T00:59:00,113300114.5395,114098245.3584,112672187.1261,113499707.3739,1570
KRW-BTC,2026-01-01T01:00:00,113499707.3739,114213725.3139,112829511.3553,113689659.0465,1000
KRW-BTC,2026-01-01T01:01:00,113689659.0465,114546456.85,113176213.4364,113870947.5679,1030
KRW-BTC,2026-01-01T01:02:00,113870947.5679,114669587.8527,113262077.9801,114044809.173,1060
KRW-BTC,2026-01-01T01:03:00,114044809.173,114707783.0602,113363757.1613,114212703.9503,1090
KRW-BTC,2026-01-01T01:04:00,114212703.9503,115044238.5101,113666342.9868,114376275.1072,1120
KRW-BTC,2026-01-01T01:05:00,114376275.1072,115184857.7675,113790107.2539,114537303.101,3150
KRW-BTC,2026-01-01T01:06:00,114537303.101,115162537.3326,113850160.0413,114697655.9983,1180
KRW-BTC,2026-01-01T01:07:00,114697655.9983,115515203.2067,114120091.4096,114859237.5117,1210
KRW-BTC,2026-01-01T01:08:00,114859237.5117,115690596.2838,114298691.5778,115023934.1981,1240
KRW-BTC,2026-01-01T01:09:00,115023934.1981,115680782.4911,114335311.122,115193563.2945,1270
KRW-BTC,2026-01-01T01:10:00,115193563.2945,116009869.1638,114586880.4499,115369822.6121,1300
KRW-BTC,2026-01-01T01:11:00,115369822.6121,116236257.5992,114837039.527,115554243.8214,1330
KRW-BTC,2026-01-01T01:12:00,115554243.8214,116269902.1132,114868487.0255,115748150.3423,1360
KRW-BTC,2026-01-01T01:13:00,115748150.3423,116573378.3579,115114731.8501,115952620.91,1390
KRW-BTC,2026-01-01T01:14:00,115952620.91,116862019.4128,115448988.2747,116168459.7266,1420
KRW-BTC,2026-01-01T01:15:00,116168459.7266,116952031.2315,115489629.0371,116396173.9384,1450
KRW-BTC,2026-01-01T01:16:00,116396173.9384,117234559.8452,115738691.2167,116635958.9949,1480
KRW-BTC,2026-01-01T01:17:00,116635958.9949,117588906.2387,116162189.5539,116887692.2602,1510
KRW-BTC,2026-01-01T01:18:00,116887692.2602,117739964.9116,116219608.2432,117150935.0579,1540
KRW-BTC,2026-01-01T01:19:00,117150935.0579,117998942.7198,116472403.6493,117424943.1375,1570
KRW-BTC,2026-01-01T01:20:00,117424943.1375,118295370.693,116929318.9333,117591260.4123,1000
KRW-BTC,2026-01-01T01:21:00,117591260.4123,118384982.9649,116938232.4035,117765562.487,1030
KRW-BTC,2026-01-01T01:22:00,117765562.487,118491983.2537,117070821.5805,117946309.6571,1060
KRW-BTC,2026-01-01T01:23:00,117946309.6571,118833098.7136,117415659.7464,118131782.3448,1090
KRW-BTC,2026-01-01T01:24:00,118131782.3448,118966910.3087,117498590.4402,118320127.4546,1120
KRW-BTC,2026-01-01T01:25:00,118320127.4546,119025179.6413,117613903.805,118509408.7709,1150
KRW-BTC,2026-01-01T01:26:00,118509408.7709,119391675.4435,117944427.3841,118697660.0894,1180
KRW-BTC,2026-01-01T01:27:00,118697660.0894,119553871.662,118087613.386,118882939.6628,1210
KRW-BTC,2026-01-01T01:28:00,118882939.6628,119548067.2803,118169791.0366,119063384.459,1240
KRW-BTC,2026-01-01T01:29:00,119063384.459,119919316.3842,118465644.1099,119237262.6901,1270
KRW-BTC,2026-01-01T01:30:00,119237262.6901,120094126.9788,118653459.4964,119403023.078,1300
KRW-BTC,2026-01-01T01:31:00,119403023.078,120062920.3297,118687950.0239,119559339.3784,1330
KRW-BTC,2026-01-01T01:32:00,119559339.3784,120370581.5937,118931307.4522,119705148.7949,1360
KRW-BTC,2026-01-01T01:33:00,119705148.7949,120546325.4709,119150332.4998,119839683.0761,1390
KRW-BTC,2026-01-01T01:34:00,119839683.0761,120501183.3417,119127964.9372,119962491.2982,1420
KRW-BTC,2026-01-01T01:35:00,119962491.2982,120717830.5885,119307454.4541,120073453.5866,1450
KRW-BTC,2026-01-01T01:36:00,120073453.5866,120889877.412,119549829.9579,120172785.3128,1480
KRW-BTC,2026-01-01T01:37:00,120172785.3128,120833379.7714,119469739.059,120261031.6084,1510
KRW-BTC,2026-01-01T01:38:00,120261031.6084,120958409.0186,119582930.5828,120339052.347,1540
KRW-BTC,2026-01-01T01:39:00,120339052.347,121130255.0365,119848112.1236,120407998.0552,1570
KRW-BTC,2026-01-01T01:40:00,120407998.0552,121073157.612,119718705.8848,120469277.4961,1000
KRW-BTC,2026-01-01T01:41:00,120469277.4961,121115576.3814,119772482.0218,120524517.9295,1030
KRW-BTC,2026-01-01T01:42:00,120524517.9295,121297724.8568,120017932.7218,120575519.2659,1060
KRW-BTC,2026-01-01T01:43:00,120575519.2659,121256995.3299,119904581.3973,120624203.5009,1090
KRW-BTC,2026-01-01T01:44:00,120624203.5009,121232873.1737,119913276.2877,120672560.9319,1120
KRW-BTC,2026-01-01T01:45:00,120672560.9319,121439816.1739,120131716.397,120722594.7196,3150
KRW-BTC,2026-01-01T01:46:00,120722594.7196,121435013.5449,120073955.4654,120776265.3723,1180
KRW-BTC,2026-01-01T01:47:00,120776265.3723,121363434.798,120055767.4156,120835436.6857,1210
KRW-BTC,2026-01-01T01:48:00,120835436.6857,121609539.9943,120261345.2065,120901824.5992,1240
KRW-BTC,2026-01-01T01:49:00,120901824.5992,121658472.1695,120278696.0683,120976950.3088,1270
KRW-BTC,2026-01-01T01:50:00,120976950.3088,121557059.4534,120251325.525,121062098.8351,1300
KRW-BTC,2026-01-01T01:51:00,121062098.8351,121852412.3568,120456172.2997,121158284.0805,1330
KRW-BTC,2026-01-01T01:52:00,121158284.0805,121967138.9213,120563162.0756,121266221.2287,1360
KRW-BTC,2026-01-01T01:53:00,121266221.2287,121895445.4845,120539771.8956,121386307.1505,1390
KRW-BTC,2026-01-01T01:54:00,121386307.1505,122195463.1697,120750359.2832,121518609.2823,1420
KRW-BTC,2026-01-01T01:55:00,121518609.2823,122379563.4382,120953350.9363,121662863.2457,1450
KRW-BTC,2026-01-01T01:56:00,121662863.2457,122363412.6553,120939798.4171,121818479.2761,1480
KRW-BTC,2026-01-01T01:57:00,121818479.2761,122640760.5483,121154788.5203,121984557.323,1510
KRW-BTC,2026-01-01T01:58:00,121984557.323,122888460.5104,121450477.3564,122159910.4903,1540
KRW-BTC,2026-01-01T01:59:00,122159910.4903,122923346.1197,121444426.9015,122343096.2791,1570
KRW-BTC,2026-01-01T02:00:00,122343096.2791,123164872.1517,121654505.0522,122532454.9046,1000
KRW-BTC,2026-01-01T02:01:00,122532454.9046,123277318.8472,122030399.342,122542355.087,1030
KRW-BTC,2026-01-01T02:02:00,122542355.087,123166787.3586,121839754.3053,122554331.1202,1060
KRW-BTC,2026-01-01T02:03:00,122554331.1202,123169356.2412,121846464.9249,122566353.4398,1090
KRW-BTC,2026-01-01T02:04:00,122566353.4398,123310791.4677,122053345.5439,122576390.472,1120
KRW-BTC,2026-01-01T02:05:00,122576390.472,123223826.3757,121892974.5069,122582464.9996,1150
KRW-BTC,2026-01-01T02:06:00,122582464.9996,123153942.5298,121860703.3342,122582709.3534,1180
KRW-BTC,2026-01-01T02:07:00,122582709.3534,123311495.4485,122028153.1497,122575417.8492,1210
KRW-BTC,2026-01-01T02:08:00,122575417.8492,123242482.5179,121899017.1811,122559094.9305,1240
KRW-BTC,2026-01-01T02:09:00,122559094.9305,123096755.1579,121801932.9622,122532497.5726,1270
KRW-BTC,2026-01-01T02:10:00,122532497.5726,123250563.9731,121914709.503,122494670.6467,1300
KRW-BTC,2026-01-01T02:11:00,122494670.6467,123183483.5085,121812127.3769,122444974.1405,1330
KRW-BTC,2026-01-01T02:12:00,122444974.1405,122947753.6739,121649147.8688,122383101.3744,1360
KRW-BTC,2026-01-01T02:13:00,122383101.3744,123085327.2284,121698796.5367,122309087.6268,1390
KRW-BTC,2026-01-01T02:14:00,122309087.6268,123015037.2893,121621034.2552,122223308.889,1420
KRW-BTC,2026-01-01T02:15:00,122223308.889,122733803.551,121394667.519,122126470.786,1450
KRW-BTC,2026-01-01T02:16:00,122126470.786,122808042.305,121382023.8962,122019588.0159,1480
KRW-BTC,2026-01-01T02:17:00,122019588.0159,122737676.8189,121334866.98,121903954.9634,1510
KRW-BTC,2026-01-01T02:18:00,121903954.9634,122447171.728,121056839.901,121781108.4175,1540
KRW-BTC,2026-01-01T02:19:00,121781108.4175,122437771.671,120991487.7652,121652783.5624,1570
KRW-BTC,2026-01-01T02:20:00,121652783.5624,122377892.4629,120986704.1871,121520864.5986,1000
KRW-BTC,2026-01-01T02:21:00,121520864.5986,122095213.8537,120675583.5834,121387331.4917,1030
KRW-BTC,2026-01-01T02:22:00,121387331.4917,122015582.5525,120572995.9029,121254204.4259,1060
KRW-BTC,2026-01-01T02:23:00,121254204.4259,121981328.3886,120625063.8072,121123487.5703,1090
KRW-BTC,2026-01-01T02:24:00,121123487.5703,121726930.0165,120302312.6436,120997113.7409,1120
KRW-BTC,2026-01-01T02:25:00,120997113.7409,121594293.825,120179706.5897,120876891.4697,1150
KRW-BTC,2026-01-01T02:26:00,120876891.4697,121601299.2278,120261119.4323,120764455.8872,1180
KRW-BTC,2026-01-01T02:27:00,120764455.8872,121394615.4506,119987178.155,120661224.6771,1210
KRW-BTC,2026-01-01T02:28:00,120661224.6771,121225517.0192,119859170.7634,120568360.2022,1240
KRW-BTC,2026-01-01T02:29:00,120568360.2022,121285657.2216,119950876.1245,120486738.7142,1270
KRW-BTC,2026-01-01T02:30:00,120486738.7142,121140951.9282,119766856.3898,120416927.3664,1300
KRW-BTC,2026-01-01T02:31:00,120416927.3664,120947279.611,119641984.2607,120359169.5507,1330
KRW-BTC,2026-01-01T02:32:00,120359169.5507,121065273.5953,119745729.6975,120313378.8757,1360
KRW-BTC,2026-01-01T02:33:00,120313378.8757,120988673.9484,119655766.4566,120279141.9005,1390
KRW-BTC,2026-01-01T02:34:00,120279141.9005,120775153.9182,119534656.6829,120255729.5415,1420
KRW-BTC,2026-01-01T02:35:00,120255729.5415,120946793.9988,119643993.7738,120242116.8652,1450
KRW-BTC,2026-01-01T02:36:00,120242116.8652,120935140.631,119642642.6252,120237010.7921,1480
KRW-BTC,2026-01-01T02:37:00,120237010.7921,120738970.2384,119516350.7912,120238885.042,1510
KRW-BTC,2026-01-01T02:38:00,120238885.042,120918394.9193,119612313.5087,120246021.4706,1540
KRW-BTC,2026-01-01T02:39:00,120246021.4706,120963549.819,119682670.1156,120256556.776,1570
KRW-XRP,2026-01-01T00:00:00,800,804.8064,795.2,801.6,1000
KRW-XRP,2026-01-01T00:01:00,801.6,807.848,797.5274,803.283,1030
KRW-XRP,2026-01-01T00:02:00,803.283,809.7315,799.4013,805.0473,1060
KRW-XRP,2026-01-01T00:03:00,805.0473,810.3442,800.2331,806.8889,1090
KRW-XRP,2026-01-01T00:04:00,806.8889,813.2615,802.6065,808.8021,1120
KRW-XRP,2026-01-01T00:05:00,808.8021,815.5769,805.108,810.7789,1150
KRW-XRP,2026-01-01T00:06:00,810.7789,816.5152,805.9788,812.8098,1180
KRW-XRP,2026-01-01T00:07:00,812.8098,819.2141,808.333,814.8838,1210
KRW-XRP,2026-01-01T00:08:00,814.8838,821.8733,811.3871,816.9888,1240
KRW-XRP,2026-01-01T00:09:00,816.9888,823.0633,812.2321,819.1117,1270
KRW-XRP,2026-01-01T00:10:00,819.1117,825.4177,814.4607,821.2392,1300
KRW-XRP,2026-01-01T00:11:00,821.2392,828.2976,817.9469,823.3575,1330
KRW-XRP,2026-01-01T00:12:00,823.3575,829.6411,818.6745,825.4534,1360
KRW-XRP,2026-01-01T00:13:00,825.4534,831.5197,820.6535,827.5142,1390
KRW-XRP,2026-01-01T00:14:00,827.5142,834.4899,823.9779,829.5283,1420
KRW-XRP,2026-01-01T00:15:00,829.5283,835.8926,824.9498,831.4852,1450
KRW-XRP,2026-01-01T00:16:00,831.4852,837.1897,826.5667,833.3763,1480
KRW-XRP,2026-01-01T00:17:00,833.3763,840.1415,829.5842,835.1948,1510
KRW-XRP,2026-01-01T00:18:00,835.1948,841.5407,830.751,836.9359,1540
KRW-XRP,2026-01-01T00:19:00,836.9359,842.2029,831.9332,838.5972,1570
KRW-XRP,2026-01-01T00:20:00,838.5972,845.0733,834.5583,840.1785,1000
KRW-XRP,2026-01-01T00:21:00,840.1785,846.4571,835.8974,841.682,1030
KRW-XRP,2026-01-01T00:22:00,841.682,846.4996,836.632,843.1122,1060
KRW-XRP,2026-01-01T00:23:00,843.1122,849.2829,838.8413,844.4757,1090
KRW-XRP,2026-01-01T00:24:00,844.4757,850.6962,840.3814,845.7812,1120
KRW-XRP,2026-01-01T00:25:00,845.7812,850.6514,840.7214,847.039,1150
KRW-XRP,2026-01-01T00:26:00,847.039,852.9477,842.555,848.261,1180
KRW-XRP,2026-01-01T00:27:00,848.261,854.4826,844.3723,849.46,1210
KRW-XRP,2026-01-01T00:28:00,849.46,854.5132,844.4267,850.6498,1240
KRW-XRP,2026-01-01T00:29:00,850.6498,856.3824,845.9745,851.8444,1270
KRW-XRP,2026-01-01T00:30:00,851.8444,868.4391,848.1742,863.2801,3300
KRW-XRP,2026-01-01T00:31:00,863.2801,868.698,858.2476,864.5412,1330
KRW-XRP,2026-01-01T00:32:00,864.5412,870.2667,859.6406,865.8484,1360
KRW-XRP,2026-01-01T00:33:00,865.8484,872.4167,862.362,867.2136,1390
KRW-XRP,2026-01-01T00:34:00,867.2136,873.0409,862.2729,868.6471,1420
KRW-XRP,2026-01-01T00:35:00,868.6471,874.3836,863.6026,870.1578,1450
KRW-XRP,2026-01-01T00:36:00,870.1578,876.9684,866.4545,871.7522,1480
KRW-XRP,2026-01-01T00:37:00,871.7522,878.0529,866.9307,873.4349,1510
KRW-XRP,2026-01-01T00:38:00,873.4349,879.2277,868.2728,875.2081,1540
KRW-XRP,2026-01-01T00:39:00,875.2081,882.2704,871.2405,877.0715,1570
KRW-XRP,2026-01-01T00:40:00,877.0715,883.8485,872.3933,879.0225,1000
KRW-XRP,2026-01-01T00:41:00,879.0225,884.86,873.7706,881.0563,1030
KRW-XRP,2026-01-01T00:42:00,881.0563,888.3172,876.8272,883.1657,1060
KRW-XRP,2026-01-01T00:43:00,883.1657,890.3558,878.6525,885.3416,1090
KRW-XRP,2026-01-01T00:44:00,885.3416,891.1548,880.0298,887.5731,1120
KRW-XRP,2026-01-01T00:45:00,887.5731,894.9215,883.0903,889.8478,1150
KRW-XRP,2026-01-01T00:46:00,889.8478,897.3297,885.5193,892.1521,1180
KRW-XRP,2026-01-01T00:47:00,892.1521,898.2705,886.8128,894.4715,1210
KRW-XRP,2026-01-01T00:48:00,894.4715,901.7566,889.7485,896.7915,1240
KRW-XRP,2026-01-01T00:49:00,896.7915,904.4084,892.6652,899.097,1270
KRW-XRP,2026-01-01T00:50:00,899.097,905.4524,893.7654,901.3739,1300
KRW-XRP,2026-01-01T00:51:00,901.3739,908.4341,896.4305,903.6085,1330
KRW-XRP,2026-01-01T00:52:00,903.6085,911.199,899.6995,905.7884,1360
KRW-XRP,2026-01-01T00:53:00,905.7884,912.2536,900.5018,907.903,1390
KRW-XRP,2026-01-01T00:54:00,907.903,914.6001,902.7656,909.9433,1420
KRW-XRP,2026-01-01T00:55:00,909.9433,917.3736,906.2633,911.9026,1450
KRW-XRP,2026-01-01T00:56:00,911.9026,918.3846,906.6989,913.7764,1480
KRW-XRP,2026-01-01T00:57:00,913.7764,920.0236,908.4767,915.5627,1510
KRW-XRP,2026-01-01T00:58:00,915.5627,922.7528,911.6822,917.2623,1540
KRW-XRP,2026-01-01T00:59:00,917.2623,923.7238,912.1786,918.8781,1570
KRW-XRP,2026-01-01T01:00:00,918.8781,924.6587,913.4523,920.416,1000
KRW-XRP,2026-01-01T01:01:00,920.416,927.3525,916.2592,921.8836,1030
KRW-XRP,2026-01-01T01:02:00,921.8836,928.3493,916.9543,923.2912,1060
KRW-XRP,2026-01-01T01:03:00,923.2912,928.6585,917.7775,924.6505,1090
KRW-XRP,2026-01-01T01:04:00,924.6505,931.3824,920.2272,925.9747,1120
KRW-XRP,2026-01-01T01:05:00,925.9747,943.6954,921.2292,938.3901,3150
KRW-XRP,2026-01-01T01:06:00,938.3901,943.5125,932.7604,939.7038,1180
KRW-XRP,2026-01-01T01:07:00,939.7038,946.4019,934.9719,941.0276,1210
KRW-XRP,2026-01-01T01:08:00,941.0276,947.8388,936.4351,942.377,1240
KRW-XRP,2026-01-01T01:09:00,942.377,947.7584,936.7352,943.7667,1270
KRW-XRP,2026-01-01T01:10:00,943.7667,950.4546,938.7962,945.2108,1300
KRW-XRP,2026-01-01T01:11:00,945.2108,952.3094,940.8458,946.7217,1330
KRW-XRP,2026-01-01T01:12:00,946.7217,952.585,941.1034,948.3104,1360
KRW-XRP,2026-01-01T01:13:00,948.3104,955.0714,943.1209,949.9856,1390
KRW-XRP,2026-01-01T01:14:00,949.9856,957.4362,945.8594,951.7539,1420
KRW-XRP,2026-01-01T01:15:00,951.7539,958.1736,946.1923,953.6196,1450
KRW-XRP,2026-01-01T01:16:00,953.6196,960.4884,948.2329,955.5841,1480
KRW-XRP,2026-01-01T01:17:00,955.5841,963.3915,951.7026,957.6465,1510
KRW-XRP,2026-01-01T01:18:00,957.6465,964.6291,952.173,959.8032,1540
KRW-XRP,2026-01-01T01:19:00,959.8032,966.7508,954.2441,962.0481,1570
KRW-XRP,2026-01-01T01:20:00,962.0481,969.1794,957.9876,963.4108,1000
KRW-XRP,2026-01-01T01:21:00,963.4108,969.9136,958.0606,964.8388,1030
KRW-XRP,2026-01-01T01:22:00,964.8388,970.7903,959.1469,966.3196,1060
KRW-XRP,2026-01-01T01:23:00,966.3196,973.585,961.9721,967.8392,1090
KRW-XRP,2026-01-01T01:24:00,967.8392,974.6813,962.6515,969.3823,1120
KRW-XRP,2026-01-01T01:25:00,969.3823,975.1587,963.5963,970.933,1150
KRW-XRP,2026-01-01T01:26:00,970.933,978.1613,966.3042,972.4754,1180
KRW-XRP,2026-01-01T01:27:00,972.4754,979.4902,967.4773,973.9933,1210
KRW-XRP,2026-01-01T01:28:00,973.9933,979.4426,968.1506,975.4717,1240
KRW-XRP,2026-01-01T01:29:00,975.4717,982.4842,970.5745,976.8963,1270
KRW-XRP,2026-01-01T01:30:00,976.8963,983.9164,972.1132,978.2543,1300
KRW-XRP,2026-01-01T01:31:00,978.2543,983.6608,972.3958,979.535,1330
KRW-XRP,2026-01-01T01:32:00,979.535,986.1814,974.3896,980.7296,1360
KRW-XRP,2026-01-01T01:33:00,980.7296,987.6212,976.184,981.8318,1390
KRW-XRP,2026-01-01T01:34:00,981.8318,987.2514,976.0008,982.838,1420
KRW-XRP,2026-01-01T01:35:00,982.838,989.0264,977.4713,983.7471,1450
KRW-XRP,2026-01-01T01:36:00,983.7471,990.4359,979.4571,984.5609,1480
KRW-XRP,2026-01-01T01:37:00,984.5609,989.973,978.8009,985.2839,1510
KRW-XRP,2026-01-01T01:38:00,985.2839,990.9974,979.7283,985.9231,1540
KRW-XRP,2026-01-01T01:39:00,985.9231,992.4053,981.9009,986.4879,1570
KRW-XRP,2026-01-01T01:40:00,986.4879,991.9375,980.8407,986.99,1000
KRW-XRP,2026-01-01T01:41:00,986.99,992.285,981.2812,987.4426,1030
KRW-XRP,2026-01-01T01:42:00,987.4426,993.7774,983.2922,987.8604,1060
KRW-XRP,2026-01-01T01:43:00,987.8604,993.4437,982.3635,988.2593,1090
KRW-XRP,2026-01-01T01:44:00,988.2593,993.246,982.4347,988.6555,1120
KRW-XRP,2026-01-01T01:45:00,988.6555,1006.8759,984.2244,1000.9293,3150
KRW-XRP,2026-01-01T01:46:00,1000.9293,1006.836,995.5513,1001.3743,1180
KRW-XRP,2026-01-01T01:47:00,1001.3743,1006.2426,995.4005,1001.8648,1210
KRW-XRP,2026-01-01T01:48:00,1001.8648,1008.2831,997.105,1002.4153,1240
KRW-XRP,2026-01-01T01:49:00,1002.4153,1008.6888,997.2488,1003.0382,1270
KRW-XRP,2026-01-01T01:50:00,1003.0382,1007.8479,997.0219,1003.7441,1300
KRW-XRP,2026-01-01T01:51:00,1003.7441,1010.2967,998.7203,1004.5416,1330
KRW-XRP,2026-01-01T01:52:00,1004.5416,1011.248,999.6074,1005.4365,1360
KRW-XRP,2026-01-01T01:53:00,1005.4365,1010.6535,999.4134,1006.4322,1390
KRW-XRP,2026-01-01T01:54:00,1006.4322,1013.141,1001.1595,1007.5291,1420
KRW-XRP,2026-01-01T01:55:00,1007.5291,1014.6674,1002.8425,1008.7252,1450
KRW-XRP,2026-01-01T01:56:00,1008.7252,1014.5335,1002.7301,1010.0154,1480
KRW-XRP,2026-01-01T01:57:00,1010.0154,1016.8331,1004.5126,1011.3924,1510
KRW-XRP,2026-01-01T01:58:00,1011.3924,1018.8868,1006.9642,1012.8463,1540
KRW-XRP,2026-01-01T01:59:00,1012.8463,1019.176,1006.9141,1014.3651,1570
KRW-XRP,2026-01-01T02:00:00,1014.3651,1021.1786,1008.6559,1015.9351,1000
KRW-XRP,2026-01-01T02:01:00,1015.9351,1023.6439,1011.7725,1017.5411,1030
KRW-XRP,2026-01-01T02:02:00,1017.5411,1024.26,1011.707,1019.1668,1060
KRW-XRP,2026-01-01T02:03:00,1019.1668,1025.8177,1013.2802,1020.7956,1090
KRW-XRP,2026-01-01T02:04:00,1020.7956,1028.536,1016.523,1022.4103,1120
KRW-XRP,2026-01-01T02:05:00,1022.4103,1029.3522,1016.71,1023.9946,1150
KRW-XRP,2026-01-01T02:06:00,1023.9946,1030.3116,1017.9654,1025.5327,1180
KRW-XRP,2026-01-01T02:07:00,1025.5327,1033.1158,1020.9539,1027.01,1210
KRW-XRP,2026-01-01T02:08:00,1027.01,1034.0104,1021.4787,1028.4137,1240
